,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
5189,櫻護謨,530.0,41.6,6752.403846153846,櫻護謨,スタンダード（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
6840,AKIBA,507.0,38.08,6750.236344537815,ＡＫＩＢＡホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3087,ドトール・日レス,517.0,39.6,6749.722222222222,ドトール・日レスホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2163,アルトナー,452.0,30.3,6742.706270627063,アルトナー,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
5909,コロナ,544.0,43.9,6741.138952164009,コロナ,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
3020,アプライド,478.0,33.9,6739.941002949853,アプライド,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
1379,ホクト,512.0,38.9,6738.920308483291,ホクト,プライム（内国株式）,水産・農林業,食品,ヘルスケア＆消費財,基礎インフラ＆資源
7442,中山福,524.0,40.75,6738.061349693252,中山福,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
1431,Lib,457.0,31.0,6737.064516129032,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,建設業,建設・資材,産業＆建設,サービス
7707,プレシジョン・システム・サイエンス,545.0,44.1,6735.260770975056,プレシジョン・システム・サイエンス,グロース（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
8349,東北銀行,519.0,40.0,6734.025,東北銀行,スタンダード（内国株式）,銀行業,銀行,金融＆不動産,サービス
3069,JFLA,555.0,45.8,6725.436681222708,ＪＦＬＡホールディングス,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4248,竹本容器,512.0,39.0,6721.641025641025,竹本容器,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
9213,セイファート,502.0,37.5,6720.106666666667,セイファート,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2695,くら寿司,460.0,31.5,6717.460317460317,くら寿司,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8237,松屋,557.0,46.2,6715.34632034632,松屋,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4175,coly,455.0,30.83,6715.050275705482,ｃｏｌｙ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5940,不二サッシ,555.0,45.9,6710.78431372549,不二サッシ,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
3063,ジェイグループ,525.0,41.1,6706.204379562044,ジェイグループホールディングス,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3435,サンコーテクノ,523.0,40.8,6704.142156862746,サンコーテクノ,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
6167,冨士ダイス,543.0,44.0,6701.113636363636,冨士ダイス,プライム（内国株式）,機械,機械,産業＆建設,製造
2445,タカミヤ,508.0,38.52,6699.480789200415,タカミヤ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6230,SANEI,518.0,40.1,6691.371571072319,ＳＡＮＥＩ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
4221,大倉工業,516.0,39.8,6689.849246231156,大倉工業,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
7719,東京衡機,548.0,44.9,6688.285077951003,東京衡機,スタンダード（内国株式）,精密機器,電機・精密,テクノロジー＆サービス,製造
2753,あみやき亭,519.0,40.3,6683.895781637718,あみやき亭,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4274,細谷火工,555.0,46.1,6681.670281995662,細谷火工,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
3546,アレンザ,554.0,45.94,6680.801044841098,アレンザホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3168,黒谷,547.0,44.8,6678.772321428572,黒谷,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3333,あさひ,474.0,33.67,6672.883872883873,あさひ,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2453,ジャパンベストレスキューシステム,486.0,35.4,6672.203389830509,ジャパンベストレスキューシステム,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7635,杉田エース,531.0,42.3,6665.744680851064,杉田エース,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4102,丸尾カルシウム,544.0,44.4,6665.225225225226,丸尾カルシウム,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
4098,チタン工業,522.0,40.9,6662.200488997555,チタン工業,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
2341,アルバイトタイムス,511.0,39.2,6661.249999999999,アルバイトタイムス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7685,BuySell,434.0,28.3,6655.689045936396,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3695,GMOリサーチ,494.0,36.7,6649.482288828337,ＧＭＯリサーチ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
1826,佐田建設,553.0,46.0,6648.021739130435,佐田建設,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4054,日本情報クリエイト,483.0,35.1,6646.410256410256,日本情報クリエイト,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4246,ダイキョーニシカワ,522.0,41.0,6645.951219512195,ダイキョーニシカワ,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
5381,Mipox,511.0,39.3,6644.300254452926,Ｍｉｐｏｘ,スタンダード（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
3835,eBASE,511.0,39.3,6644.300254452926,ｅＢＡＳＥ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8037,カメイ,527.0,41.8,6644.234449760766,カメイ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9028,ゼロ,552.0,45.9,6638.43137254902,ゼロ,スタンダード（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
7985,ネポン,534.0,43.0,6631.53488372093,ネポン,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
2146,UTグループ,500.0,37.7,6631.29973474801,ＵＴグループ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2198,アイ・ケイ・ケイ,479.0,34.6,6631.242774566474,アイ・ケイ・ケイホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
1730,麻生フオームクリート,555.0,46.5,6624.193548387097,麻生フオームクリート,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
7514,ヒマラヤ,501.0,37.95,6613.99209486166,ヒマラヤ,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2818,ピエトロ,493.0,36.75,6613.578231292517,ピエトロ,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
7896,セブン工業,523.0,41.4,6606.980676328502,セブン工業,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
1873,日本ハウス,512.0,39.7,6603.123425692695,日本ハウスホールディングス,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
5958,三洋工業,534.0,43.2,6600.833333333333,三洋工業,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
6955,FDK,548.0,45.5,6600.087912087912,ＦＤＫ,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
2483,翻訳センター,522.0,41.3,6597.67554479419,翻訳センター,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3076,あい,558.0,47.2,6596.694915254237,あい　ホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3926,オープンドア,492.0,36.7,6595.749318801089,オープンドア,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8208,エンチョー,530.0,42.6,6593.896713615023,エンチョー,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
6159,ミクロン精密,538.0,43.9,6593.257403189066,ミクロン精密,スタンダード（内国株式）,機械,機械,産業＆建設,製造
2922,なとり,518.0,40.7,6592.727272727272,なとり,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
5580,プロディライト,504.0,38.6,6580.725388601036,プロディライト,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2292,エスフーズ,488.0,36.2,6578.563535911601,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
