,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
8025,ツカモトコーポレーション,569.0,44.6,7259.215246636771,ツカモトコーポレーション,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7874,レック,532.0,39.0,7257.025641025641,レック,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
7239,タチエス,529.0,38.6,7249.766839378238,タチエス,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
4482,ウィルズ,529.0,38.6,7249.766839378238,ウィルズ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3766,システムズ・デザイン,537.0,39.8,7245.452261306533,システムズ・デザイン,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6874,協立電機,571.0,45.0,7245.355555555556,協立電機,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
7822,永大産業,555.0,42.59,7232.331533223761,永大産業,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
7804,ビーアンドピー,520.0,37.4,7229.946524064171,ビーアンドピー,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
4824,メディアシーク,503.0,35.0,7228.828571428571,メディアシーク,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4641,アルプス技研,508.0,35.7,7228.683473389355,アルプス技研,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9353,櫻島埠頭,576.0,45.9,7228.235294117647,櫻島埠頭,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流,産業＆建設,サービス
6888,アクモス,515.0,36.7,7226.83923705722,アクモス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5900,ダイケン,556.0,42.8,7222.803738317757,ダイケン,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
3662,エイチーム,512.0,36.3,7221.597796143251,エイチーム,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7630,壱番屋,554.0,42.5,7221.552941176471,壱番屋,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7504,高速,534.0,39.49,7220.967333502152,高速,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
8276,平和堂,548.0,41.6,7218.846153846153,平和堂,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3395,サンマルク,544.0,41.0,7217.951219512195,サンマルクホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
6894,パルステック工業,576.0,46.0,7212.521739130435,パルステック工業,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
7634,星医療酸器,531.0,39.1,7211.278772378517,星医療酸器,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9717,ジャステック,510.0,36.1,7204.986149584487,ジャステック,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6521,オキサイド,550.0,42.0,7202.380952380952,オキサイド,グロース（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
5724,アサカ理研,546.0,41.4,7200.869565217392,アサカ理研,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
6546,フルテック,521.0,37.7,7200.0265251989385,フルテック,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7047,ポート,456.0,28.9,7195.017301038062,ポート,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4625,アトミクス,560.0,43.6,7192.660550458715,アトミクス,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
9661,歌舞伎座,572.0,45.5,7190.857142857143,歌舞伎座,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2917,大森屋,572.0,45.5,7190.857142857143,大森屋,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
6926,岡谷電機産業,556.0,43.0,7189.209302325581,岡谷電機産業,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
2469,ヒビノ,568.0,44.9,7185.389755011136,ヒビノ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9446,サカイ,510.0,36.2,7185.082872928177,サカイホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6485,前澤給装工業,548.0,41.8,7184.306220095695,前澤給装工業,スタンダード（内国株式）,機械,機械,産業＆建設,製造
5161,西川ゴム工業,569.0,45.1,7178.736141906873,西川ゴム工業,スタンダード（内国株式）,ゴム製品,自動車・輸送機,テクノロジー＆サービス,製造
4463,日華化学,549.0,42.0,7176.214285714285,日華化学,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
4623,アサヒペン,556.0,43.1,7172.529002320185,アサヒペン,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
5957,日東精工,554.0,42.8,7170.934579439253,日東精工,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
3496,アズーム,444.0,27.5,7168.581818181819,アズーム,グロース（内国株式）,不動産業,不動産,金融＆不動産,サービス
8194,ライフコーポレーション,542.0,41.0,7164.975609756098,ライフコーポレーション,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7646,PLANT,562.0,44.1,7161.995464852607,ＰＬＡＮＴ,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7284,盟和産業,560.0,43.8,7159.817351598174,盟和産業,スタンダード（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
8860,フジ住宅,545.0,41.5,7157.22891566265,フジ住宅,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
6325,タカキタ,539.0,40.6,7155.689655172414,タカキタ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
6630,ヤーマン,504.0,35.5,7155.380281690141,ヤーマン,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3561,力の源,527.0,38.84,7150.592173017507,力の源ホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4031,片倉コープアグリ,576.0,46.4,7150.344827586207,片倉コープアグリ,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
2484,出前館,500.0,35.0,7142.857142857143,出前館,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6986,双葉電子工業,563.0,44.4,7138.941441441441,双葉電子工業,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8416,高知銀行,541.0,41.0,7138.5609756097565,高知銀行,スタンダード（内国株式）,銀行業,銀行,金融＆不動産,サービス
3908,コラボス,494.0,34.2,7135.555555555555,コラボス,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5852,アーレスティ,557.0,43.5,7132.16091954023,アーレスティ,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
2220,亀田製菓,546.0,41.8,7131.9617224880385,亀田製菓,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
9031,西日本鉄道,574.0,46.2,7131.515151515151,西日本鉄道,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
6467,ニチダイ,538.0,40.6,7129.162561576354,ニチダイ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
3901,マークラインズ,538.0,40.6,7129.162561576354,マークラインズ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5906,エムケー精工,567.0,45.1,7128.359201773836,エムケー精工,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
7999,MUTOH,575.0,46.4,7125.538793103448,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3852,サイバーコム,500.0,35.1,7122.507122507122,サイバーコム,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2351,ASJ,527.0,39.0,7121.25641025641,ＡＳＪ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4712,KeyHolder,549.0,42.33,7120.269312544295,ＫｅｙＨｏｌｄｅｒ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3123,サイボー,584.0,47.9,7120.1670146137785,サイボー,スタンダード（内国株式）,繊維製品,素材・化学,産業＆建設,製造
9535,広島ガス,559.0,43.9,7118.018223234624,広島ガス,プライム（内国株式）,電気・ガス業,電力・ガス,エネルギー＆資源,基礎インフラ＆資源
5821,平河ヒューテック,574.0,46.3,7116.112311015119,平河ヒューテック,プライム（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
7314,小田原機器,557.0,43.6,7115.802752293578,小田原機器,スタンダード（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
4261,アジアクエスト,474.0,31.6,7110.0,アジアクエスト,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3446,ジェイテックコーポレーション,556.0,43.5,7106.574712643678,ジェイテックコーポレーション,プライム（内国株式）,金属製品,建設・資材,産業＆建設,製造
4833,Success,500.0,35.19,7104.290991759023,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8542,トマト銀行,537.0,40.6,7102.684729064039,トマト銀行,スタンダード（内国株式）,銀行業,銀行,金融＆不動産,サービス
6497,ハマイ,533.0,40.0,7102.225,ハマイ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
4059,まぐまぐ,516.0,37.5,7100.16,まぐまぐ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5242,アイズ,449.0,28.4,7098.62676056338,アイズ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7482,シモジマ,526.0,39.0,7094.25641025641,シモジマ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9319,中央倉庫,534.0,40.2,7093.432835820895,中央倉庫,プライム（内国株式）,倉庫・運輸関連業,運輸・物流,産業＆建設,サービス
9441,ベルパーク,477.0,32.1,7088.130841121495,ベルパーク,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3719,ジェクシード,539.0,41.0,7085.878048780488,ジェクシード,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9336,大栄環境,535.0,40.4,7084.777227722772,大栄環境,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9820,エムティジェネックス,581.0,47.7,7076.750524109014,エムティジェネックス,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
9145,ビーイング,568.0,45.6,7075.087719298245,ビーイングホールディングス,スタンダード（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
8365,富山銀行,547.0,42.3,7073.4988179669035,富山銀行,スタンダード（内国株式）,銀行業,銀行,金融＆不動産,サービス
5759,日本電解,554.0,43.4,7071.797235023042,日本電解,グロース（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
9249,日本エコシステム,531.0,39.9,7066.691729323308,日本エコシステム,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6040,日本スキー場開発,498.0,35.1,7065.641025641025,日本スキー場開発,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7122,近畿車輛,560.0,44.4,7063.063063063063,近畿車輛,スタンダード（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
7689,コパ・コーポレーション,538.0,41.0,7059.609756097561,コパ・コーポレーション,グロース（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9919,関西フードマーケット,543.0,41.8,7053.803827751197,関西フードマーケット,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
1711,SDS,598.0,50.71,7051.942417669099,ＳＤＳホールディングス,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
4198,テンダ,505.0,36.2,7044.88950276243,テンダ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9948,アークス,568.0,45.8,7044.192139737992,アークス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7812,クレステック,551.0,43.1,7044.106728538283,クレステック,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
3159,丸善CHI,608.0,52.5,7041.219047619048,丸善ＣＨＩホールディングス,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8072,日本出版貿易,554.0,43.6,7039.357798165137,日本出版貿易,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5125,ファインズ,447.0,28.4,7035.528169014085,ファインズ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6938,双信電機,562.0,44.9,7034.387527839644,双信電機,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
9052,山陽電気鉄道,542.0,41.8,7027.846889952154,山陽電気鉄道,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
3374,内外テック,550.0,43.1,7018.561484918793,内外テック,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3196,ホットランド,513.0,37.5,7017.84,ホットランド,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
9678,カナモト,527.0,39.6,7013.358585858586,カナモト,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7608,エスケイジャパン,508.0,36.8,7012.608695652175,エスケイジャパン,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6522,アスタリスク,542.0,41.9,7011.073985680191,アスタリスク,グロース（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
5816,オーナンバ,586.0,49.0,7008.081632653061,オーナンバ,スタンダード（内国株式）,非鉄金属,鉄鋼・非鉄,産業＆建設,製造
2815,アリアケジャパン,514.0,37.7,7007.851458885941,アリアケジャパン,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
2440,ぐるなび,547.0,42.7,7007.236533957845,ぐるなび,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7624,NaITO,545.0,42.4,7005.306603773585,ＮａＩＴＯ,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6904,原田工業,578.0,47.7,7003.857442348008,原田工業,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6396,宇野澤組鐵工所,560.0,44.8,7000.0,宇野澤組鐵工所,スタンダード（内国株式）,機械,機械,産業＆建設,製造
1438,岐阜造園,546.0,42.6,6998.028169014085,岐阜造園,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
3770,ザッパラス,521.0,38.8,6995.902061855671,ザッパラス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7695,交換できるくん,499.0,35.6,6994.41011235955,交換できるくん,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4346,NEXYZ.Group,500.0,35.75,6993.006993006993,ＮＥＸＹＺ．Ｇｒｏｕｐ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4193,ファブリカコミュニケーションズ,510.0,37.2,6991.935483870967,ファブリカコミュニケーションズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3671,ソフトマックス,532.0,40.5,6988.246913580247,ソフトマックス,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4848,フルキャスト,520.0,38.7,6987.080103359172,フルキャストホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2378,ルネサンス,513.0,37.7,6980.6100795755965,ルネサンス,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8551,北日本銀行,525.0,39.5,6977.848101265823,北日本銀行,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
4256,サインド,471.0,31.8,6976.132075471698,サインド,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3300,アンビションDX,487.0,34.0,6975.558823529412,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,不動産業,不動産,金融＆不動産,サービス
8104,クワザワ,547.0,42.9,6974.568764568765,クワザワホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7278,エクセディ,538.0,41.5,6974.55421686747,エクセディ,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
6505,東洋電機製造,545.0,42.6,6972.417840375587,東洋電機製造,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
7214,GMB,543.0,42.3,6970.425531914894,ＧＭＢ,スタンダード（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
2428,ウェルネット,498.0,35.6,6966.404494382022,ウェルネット,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4392,FIG,546.0,42.8,6965.327102803739,ＦＩＧ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7955,クリナップ,535.0,41.1,6964.111922141119,クリナップ,プライム（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
6317,北川鉄工所,544.0,42.5,6963.2,北川鉄工所,スタンダード（内国株式）,機械,機械,産業＆建設,製造
4801,セントラルスポーツ,531.0,40.5,6962.0,セントラルスポーツ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4012,アクシス,485.0,33.8,6959.31952662722,アクシス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7611,ハイデイ日高,501.0,36.08,6956.79046563193,ハイデイ日高,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8282,ケーズ,536.0,41.3,6956.3196125908,ケーズホールディングス,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4745,東京個別指導学院,508.0,37.1,6955.902964959569,東京個別指導学院,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9363,大運,576.0,47.7,6955.471698113207,大運,スタンダード（内国株式）,倉庫・運輸関連業,運輸・物流,産業＆建設,サービス
9788,ナック,518.0,38.62,6947.799067840498,ナック,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
2317,システナ,458.0,30.2,6945.827814569537,システナ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3834,朝日ネット,525.0,39.7,6942.695214105793,朝日ネット,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
7196,Casa,553.0,44.1,6934.444444444444,Ｃａｓａ,スタンダード（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
4772,ストリームメディアコーポレーション,520.0,39.0,6933.333333333333,ストリームメディアコーポレーション,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
6176,ブランジスタ,490.0,34.63,6933.294831071325,ブランジスタ,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
1429,日本アクア,493.0,35.08,6928.420752565565,日本アクア,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
7067,ブランディングテクノロジー,481.0,33.4,6926.976047904192,ブランディングテクノロジー,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8253,クレディセゾン,547.0,43.2,6926.134259259259,クレディセゾン,プライム（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
9444,トーシン,493.0,35.1,6924.472934472934,トーシンホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
9612,ラックランド,519.0,38.9,6924.447300771209,ラックランド,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6218,エンシュウ,552.0,44.02,6921.9445706497045,エンシュウ,スタンダード（内国株式）,機械,機械,産業＆建設,製造
8005,スクロール,543.0,42.6,6921.338028169014,スクロール,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2961,日本調理機,557.0,44.83,6920.566584876199,日本調理機,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
9099,C&Fロジ,530.0,40.7,6901.719901719901,Ｃ＆Ｆロジホールディングス,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
9656,グリーンランドリゾート,510.0,37.7,6899.20424403183,グリーンランドリゾート,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3322,アルファグループ,533.0,41.2,6895.364077669902,アルファグループ,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3091,ブロンコビリー,468.0,31.8,6887.547169811321,ブロンコビリー,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
4709,ID,559.0,45.4,6882.84140969163,ＩＤホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3929,ソーシャルワイヤー,495.0,35.6,6882.724719101123,ソーシャルワイヤー,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
3542,ベガコーポレーション,490.0,34.9,6879.656160458453,ベガコーポレーション,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
5271,トーヨーアサノ,557.0,45.1,6879.135254988913,トーヨーアサノ,スタンダード（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
7643,ダイイチ,498.0,36.1,6869.916897506925,ダイイチ,スタンダード（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
2217,モロゾフ,546.0,43.4,6869.032258064516,モロゾフ,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
2984,ヤマイチ・ユニハイムエステート,537.0,42.0,6865.928571428572,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
8218,コメリ,504.0,37.0,6865.2972972972975,コメリ,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
7676,グッドスピード,450.0,29.5,6864.406779661017,グッドスピード,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
8127,ヤマトインターナショナル,542.0,42.8,6863.644859813085,ヤマトインターナショナル,スタンダード（内国株式）,繊維製品,素材・化学,産業＆建設,製造
3895,ハビックス,516.0,38.8,6862.268041237114,ハビックス,スタンダード（内国株式）,パルプ・紙,素材・化学,産業＆建設,製造
3276,JPMC,470.0,32.2,6860.248447204968,ＪＰＭＣ,プライム（内国株式）,不動産業,不動産,金融＆不動産,サービス
7811,中本パックス,527.0,40.5,6857.506172839506,中本パックス,スタンダード（内国株式）,その他製品,情報通信・サービスその他,テクノロジー＆サービス,製造
1997,暁飯島工業,528.0,40.7,6849.729729729729,暁飯島工業,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
6565,ABホテル,486.0,34.5,6846.260869565217,ＡＢホテル,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3021,パシフィックネット,512.0,38.3,6844.4908616187995,パシフィックネット,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3024,クリエイト,538.0,42.3,6842.647754137116,クリエイト,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7018,内海造船,523.0,40.0,6838.225,内海造船,スタンダード（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
6882,三社電機製作所,562.0,46.2,6836.450216450216,三社電機製作所,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
2908,フジッコ,537.0,42.2,6833.388625592416,フジッコ,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
7619,田中商事,518.0,39.3,6827.582697201018,田中商事,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
3501,住江織物,551.0,44.5,6822.494382022472,住江織物,プライム（内国株式）,繊維製品,素材・化学,産業＆建設,製造
9729,トーカイ,525.0,40.4,6822.40099009901,トーカイ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7096,ステムセル研究所,507.0,37.7,6818.275862068965,ステムセル研究所,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
1897,金下建設,563.0,46.5,6816.537634408603,金下建設,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
7694,いつも,464.0,31.6,6813.164556962025,いつも,グロース（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
3529,アツギ,540.0,42.8,6813.084112149533,アツギ,スタンダード（内国株式）,繊維製品,素材・化学,産業＆建設,製造
2674,ハードオフコーポレーション,499.0,36.6,6803.306010928962,ハードオフコーポレーション,プライム（内国株式）,小売業,小売,ヘルスケア＆消費財,サービス
5204,石塚硝子,542.0,43.2,6800.092592592592,石塚硝子,スタンダード（内国株式）,ガラス・土石製品,建設・資材,産業＆建設,製造
5956,トーソー,545.0,43.7,6796.910755148741,トーソー,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
1971,中央ビルト工業,567.0,47.3,6796.807610993658,中央ビルト工業,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
6198,キャリア,453.0,30.2,6795.0,キャリア,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7599,IDOM,482.0,34.2,6793.099415204678,ＩＤＯＭ,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
8383,鳥取銀行,513.0,38.75,6791.458064516129,鳥取銀行,スタンダード（内国株式）,銀行業,銀行,金融＆不動産,サービス
5918,瀧上工業,563.0,46.7,6787.344753747323,瀧上工業,スタンダード（内国株式）,金属製品,建設・資材,産業＆建設,製造
5283,高見澤,532.0,41.7,6787.146282973621,高見澤,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4885,室町ケミカル,513.0,38.8,6782.706185567011,室町ケミカル,スタンダード（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
2924,イフジ産業,511.0,38.5,6782.363636363636,イフジ産業,スタンダード（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
3910,エムケイシステム,509.0,38.2,6782.225130890052,エムケイシステム,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4245,ダイキアクシス,536.0,42.4,6775.8490566037735,ダイキアクシス,スタンダード（内国株式）,化学,素材・化学,産業＆建設,製造
6086,シンメンテ,527.0,41.0,6773.878048780488,シンメンテホールディングス,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
1770,藤田エンジニアリング,532.0,41.8,6770.909090909091,藤田エンジニアリング,スタンダード（内国株式）,建設業,建設・資材,産業＆建設,サービス
9025,鴻池運輸,538.0,42.8,6762.710280373833,鴻池運輸,プライム（内国株式）,陸運業,運輸・物流,産業＆建設,サービス
7280,ミツバ,529.0,41.41,6757.812122675683,ミツバ,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
2594,キーコーヒー,539.0,43.0,6756.302325581395,キーコーヒー,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
